Year,Journal,Volume,Issue,Title,DOI,Evidentialist,Bayesian,Frequentist,Type,AIC,N,"
p",Rsquared,ChiSq,Gstatistic,Tstatistic,Fstatistic,dfnum,dfdenom,SSterm,SSres,Lreduced,Lfull,Ddeviance,OtherMeasures,Rationale,RationaleDetails,Notes,Person,Class,LR,CommentsHA,CommentsRE,Exclude
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-171,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,1.95,1.00,28.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-167,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,0.36,3.00,84.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-163,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,1.02,1.00,23.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-159,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,11.54,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-155,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,0.51,1.00,23.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-151,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,0.97,1.00,23.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-147,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,12.87,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-143,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,7.76,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-139,FALSE,FALSE,TRUE,,FALSE,8,<0.02,0.73,,,,,,,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-135,FALSE,FALSE,TRUE,,FALSE,8,<0.01,0.76,,,,,,,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-131,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,0.89,1.00,23.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-127,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,0.18,1.00,23.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-123,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,1.68,1.00,23.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-119,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,1.72,1.00,23.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-115,FALSE,FALSE,TRUE,,FALSE,,<0.05,,,,,2.71,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-111,FALSE,FALSE,TRUE,,FALSE,,<0.05,,,,,2.95,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-107,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,18.70,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-103,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,9.55,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-099,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,1.09,,12.00,,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-095,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,3.35,1.00,23.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-091,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,2.73,1.00,23.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-087,FALSE,FALSE,TRUE,,FALSE,,<0.05,,,,,3.08,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-083,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,2.39,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-079,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,0.92,1.00,23.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-075,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,1.42,1.00,23.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-071,FALSE,FALSE,TRUE,,FALSE,,<0.01,,,,,4.72,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-067,FALSE,FALSE,TRUE,,FALSE,,<0.05,,,,,2.86,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-063,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,0.31,1.00,23.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-059,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,0.10,1.00,23.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-055,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,0.76,1.00,23.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-051,FALSE,FALSE,TRUE,,FALSE,,>0.05,,,,,0.22,1.00,23.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-047,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,12.09,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-043,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,14.63,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-039,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,16.23,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-035,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,15.02,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-031,FALSE,FALSE,TRUE,,FALSE,,,,,,1.27,,12.00,,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Effects of water temperature on protein synthesis and protein growth in juvenile Atlantic wolffish (Anarhichas lupus),https://doi.org/10.1139/f98-027,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,15.02,3.00,69.00,,,,,,,FALSE,,,Sam,1,,,,
1999,CJFAS,56,2,Decadal changes in growth and recruitment of Pacific halibut (Hippoglossus stenolepis),https://doi.org/10.1139/f98-163,,,,,,,,,,,1.27,,12.00,,,,,,,,,,modeling paper (not applicable?),Sam,1,,,,
1999,CJFAS,56,2,An empirical model of fleet dynamics in New England trawl fisheries,https://doi.org/10.1139/f98-169,,,,,,,,,,,,,,,,,,,,,,,modeling paper (not applicable?),Sam,1,,,,
1999,CJFAS,56,2,"Seasonal dynamics of carbon dioxide and methane in two clear-water lakes and two bog lakes in northern Wisconsin, U.S.A",https://doi.org/10.1139/f98-182,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,some regression equations; otherwise no stats to describe differences,Sam,1,,,,
1999,CJFAS,56,2,Impact of age-0 bluefish (Pomatomus saltatrix) predation on age-0 fishes in the Hudson River estuary: evidence for density-dependent loss of juvenile striped bass (Morone saxatilis),https://doi.org/10.1139/f98-173,FALSE,FALSE,TRUE,,FALSE,,0.036,,,,,,3.00,,,,,,,chisquare (8.53),FALSE,,Kruskall-Wallis test with chisquare statistic; also some regression equations,Sam,1,,,,
1999,CJFAS,56,2,Behavioral inferences from regulatory observer data: catch rate variation in the Scotian Shelf silver hake (Merluccius bilinearis) fishery,https://doi.org/10.1139/f98-166,FALSE,FALSE,TRUE,,FALSE,,<0.0001,,,,,45.83,6.00,"8,760.00",,,,,,,FALSE,,also had some t statistics with unclear n; also had spearman's r; also had mann-whitney U tests,Sam,1,,,,
1999,CJFAS,56,2,Behavioral inferences from regulatory observer data: catch rate variation in the Scotian Shelf silver hake (Merluccius bilinearis) fishery,https://doi.org/10.1139/f98-166,FALSE,FALSE,TRUE,,FALSE,,<0.0001,,,,,95.30,1.00,"9,707.00",,,,,,,FALSE,,also had some t statistics with unclear n; also had spearman's r; also had mann-whitney U tests,Sam,1,,,,
1999,CJFAS,56,2,Behavioral inferences from regulatory observer data: catch rate variation in the Scotian Shelf silver hake (Merluccius bilinearis) fishery,https://doi.org/10.1139/f98-166,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,-8.80,,"7,511.00",,,,,,,,FALSE,,also had some t statistics with unclear n; also had spearman's r; also had mann-whitney U tests,Sam,1,,N is incorrect - removed,,paper says df = 7511
1999,CJFAS,56,2,Application of microsatellite DNA variation to estimation of stock composition and escapement of Nass River sockeye salmon (Oncorhynchus nerka),https://doi.org/10.1139/f98-167,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,,,,,,FALSE,,pairwise comparisons but only p-values reported,Sam,1,,,,
1999,CJFAS,56,2,Light and diel vertical migration: spectral sensitivity and light avoidance by Mysis relicta,https://doi.org/10.1139/f98-174,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,,,,,,FALSE,,Wilcoxon rank test; otherwise minimal stats,Sam,1,,,,
1999,CJFAS,56,2,Spatial and temporal differences in the diet of Great Lakes herring gulls (Larus argentatus): evidence from stable isotope analysis,https://doi.org/10.1139/f98-189,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,71.40,12.00,160.00,,,,,,,FALSE,,"n not reported; also used G test (but did not report statistic); regressions, Kruskall Wallis test, and Mann Whitney test",Sam,1,,,,
1999,CJFAS,56,2,Spatial and temporal differences in the diet of Great Lakes herring gulls (Larus argentatus): evidence from stable isotope analysis,https://doi.org/10.1139/f98-189,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,11.50,12.00,160.00,,,,,,,FALSE,,"n not reported; also used G test (but did not report statistic); regressions, Kruskall Wallis test, and Mann Whitney test",Sam,1,,,,
1999,CJFAS,56,2,Spatial and temporal differences in the diet of Great Lakes herring gulls (Larus argentatus): evidence from stable isotope analysis,https://doi.org/10.1139/f98-189,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,25.80,12.00,160.00,,,,,,,FALSE,,"n not reported; also used G test (but did not report statistic); regressions, Kruskall Wallis test, and Mann Whitney test",Sam,1,,,,
1999,CJFAS,56,2,Spatial and temporal differences in the diet of Great Lakes herring gulls (Larus argentatus): evidence from stable isotope analysis,https://doi.org/10.1139/f98-189,FALSE,FALSE,TRUE,,FALSE,,<0.0001,,,,,36.10,6.00,30.00,,,,,,,FALSE,,"n not reported; also used G test (but did not report statistic); regressions, Kruskall Wallis test, and Mann Whitney test",Sam,1,,,,
1999,CJFAS,56,2,Impact of wildfire and clear-cutting in the boreal forest on methyl mercury in zooplankton,https://doi.org/10.1139/f98-164,FALSE,FALSE,TRUE,,FALSE,27,0,0.77,,,,,,,,,,,,,FALSE,,"also had ANOVAs, but no test statistics reported",Sam,1,,,,
1999,CJFAS,56,2,Impact of wildfire and clear-cutting in the boreal forest on methyl mercury in zooplankton,https://doi.org/10.1139/f98-164,FALSE,FALSE,TRUE,,FALSE,24,0.0005,0.43,,,,,,,,,,,,,FALSE,,"also had ANOVAs, but no test statistics reported",Sam,1,,,,
1999,CJFAS,56,2,Impact of wildfire and clear-cutting in the boreal forest on methyl mercury in zooplankton,https://doi.org/10.1139/f98-164,FALSE,FALSE,TRUE,,FALSE,24,0.0005,0.58,,,,,,,,,,,,,FALSE,,"also had ANOVAs, but no test statistics reported",Sam,1,,,,
1999,CJFAS,56,2,Impact of wildfire and clear-cutting in the boreal forest on methyl mercury in zooplankton,https://doi.org/10.1139/f98-164,FALSE,FALSE,TRUE,,FALSE,60,0,0.31,,,,,,,,,,,,,FALSE,,"also had ANOVAs, but no test statistics reported",Sam,1,,,,
1999,CJFAS,56,2,Impact of wildfire and clear-cutting in the boreal forest on methyl mercury in zooplankton,https://doi.org/10.1139/f98-164,FALSE,FALSE,TRUE,,FALSE,111,0,0.43,,,,,,,,,,,,,FALSE,,"also had ANOVAs, but no test statistics reported",Sam,1,,,,
2009,CJFAS,66,2,"Gene flow increases temporal stability of Chinook salmon (Oncorhynchus tshawytscha) populations in the Upper Fraser River, British Columbia, Canada",doi:10.1139/F08-201,FALSE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,FALSE,,"for frequentist approach, used pairwise comparisons but did not report test statistics",Sam,1,,,,
2009,CJFAS,66,2,"The impact of double-crested cormorant (Phalacrocorax auritus) predation on anadromous alewife (Alosa pseudoharengus) in south-central Connecticut, USA",doi:10.1139/F08-198,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,FALSE,,basically no stats,Sam,1,,,,
2009,CJFAS,66,2,Factors influencing the achievement of steady state in mercury contamination among lakes and catchments of south-central Ontario,doi:10.1139/F08-204,FALSE,FALSE,TRUE,,FALSE,216,<0.001,,,,,170.28,1.00,82.00,,,,,,,FALSE,,,Sam,1,,Not sure why N = 216,,TRUE
2009,CJFAS,66,2,Factors influencing the achievement of steady state in mercury contamination among lakes and catchments of south-central Ontario,doi:10.1139/F08-204,FALSE,FALSE,TRUE,,FALSE,216,0.25,,,,,1.32,1.00,82.00,,,,,,,FALSE,,,Sam,1,,Not sure why N = 217,,TRUE
2009,CJFAS,66,2,Factors influencing the achievement of steady state in mercury contamination among lakes and catchments of south-central Ontario,doi:10.1139/F08-204,FALSE,FALSE,TRUE,,FALSE,216,<0.0001,,,,,5.61,66.00,82.00,,,,,,,FALSE,,,Sam,1,,Not sure why N = 218,,TRUE
2009,CJFAS,66,2,Factors influencing the achievement of steady state in mercury contamination among lakes and catchments of south-central Ontario,doi:10.1139/F08-204,FALSE,FALSE,TRUE,,FALSE,216,<0.0001,,,,,3.93,65.00,82.00,,,,,,,FALSE,,,Sam,1,,Not sure why N = 219,,TRUE
2009,CJFAS,66,2,Factors influencing the achievement of steady state in mercury contamination among lakes and catchments of south-central Ontario,doi:10.1139/F08-204,FALSE,FALSE,TRUE,,FALSE,,0.0001,,,,,15.58,1.00,343.00,,,,,,,FALSE,,,Sam,1,,,,
2009,CJFAS,66,2,Factors influencing the achievement of steady state in mercury contamination among lakes and catchments of south-central Ontario,doi:10.1139/F08-204,FALSE,FALSE,TRUE,,FALSE,,<0.0001,,,,,34.48,1.00,170.00,,,,,,,FALSE,,,Sam,1,,,,
2009,CJFAS,66,2,Factors influencing the achievement of steady state in mercury contamination among lakes and catchments of south-central Ontario,doi:10.1139/F08-204,FALSE,FALSE,TRUE,,FALSE,,0.035,,,,,4.51,1.00,173.00,,,,,,,FALSE,,,Sam,1,,,,
2009,CJFAS,66,2,Factors influencing the achievement of steady state in mercury contamination among lakes and catchments of south-central Ontario,doi:10.1139/F08-204,FALSE,FALSE,TRUE,,FALSE,,0.0015,,,,,10.60,1.00,345.00,,,,,,,FALSE,,,Sam,1,,,,
2009,CJFAS,66,2,Factors influencing the achievement of steady state in mercury contamination among lakes and catchments of south-central Ontario,doi:10.1139/F08-204,FALSE,FALSE,TRUE,,FALSE,,0.575,,,,,0.32,1.00,220.00,,,,,,,FALSE,,,Sam,1,,,,
2009,CJFAS,66,2,Factors influencing the achievement of steady state in mercury contamination among lakes and catchments of south-central Ontario,doi:10.1139/F08-204,FALSE,FALSE,TRUE,,FALSE,,0.006,,,,,8.01,1.00,66.00,,,,,,,FALSE,,,Sam,1,,,,
2009,CJFAS,66,2,Factors influencing the achievement of steady state in mercury contamination among lakes and catchments of south-central Ontario,doi:10.1139/F08-204,FALSE,FALSE,TRUE,,FALSE,,<0.0001,,,,,12.28,2.00,54.00,,,,,,,FALSE,,,Sam,1,,,,
2009,CJFAS,66,2,Factors influencing the achievement of steady state in mercury contamination among lakes and catchments of south-central Ontario,doi:10.1139/F08-204,FALSE,FALSE,TRUE,,FALSE,,<0.0001,,,,,59.05,1.00,66.00,,,,,,,FALSE,,,Sam,1,,,,
2009,CJFAS,66,2,Factors influencing the achievement of steady state in mercury contamination among lakes and catchments of south-central Ontario,doi:10.1139/F08-204,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,10.39,2.00,48.00,,,,,,,FALSE,,,Sam,1,,,,
2009,CJFAS,66,2,Factors influencing the achievement of steady state in mercury contamination among lakes and catchments of south-central Ontario,doi:10.1139/F08-204,FALSE,FALSE,TRUE,,FALSE,,0.0001,,,,,9.28,3.00,33.00,,,,,,,FALSE,,,Sam,1,,,,
2009,CJFAS,66,2,Fishing through (and up) Alaskan food webs,doi:10.1139/F08-207,FALSE,FALSE,TRUE,,TRUE,,,,,,,,,,,,,,,,FALSE,,R2 but n unclear,Sam,1,,,,
2009,CJFAS,66,2,Impacts of road access on lake trout (Salvelinus namaycush) populations: regional scale effects of overexploitation and the introduction of smallmouth bass (Micropterus dolomieu),doi:10.1139/F08-205,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,5.27,6.00,579.00,,,,,,,FALSE,,n not clearly reported; chisquare statistics also reported,Sam,1,,,,
2009,CJFAS,66,2,Impacts of road access on lake trout (Salvelinus namaycush) populations: regional scale effects of overexploitation and the introduction of smallmouth bass (Micropterus dolomieu),doi:10.1139/F08-205,FALSE,FALSE,TRUE,,FALSE,,0.32,,,,,1.17,6.00,575.00,,,,,,,FALSE,,n not clearly reported; chisquare statistics also reported,Sam,1,,,,
2009,CJFAS,66,2,Impacts of road access on lake trout (Salvelinus namaycush) populations: regional scale effects of overexploitation and the introduction of smallmouth bass (Micropterus dolomieu),doi:10.1139/F08-205,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,303.04,1.00,452.00,,,,,,,FALSE,,n not clearly reported; chisquare statistics also reported,Sam,1,,,,
2009,CJFAS,66,2,Impacts of road access on lake trout (Salvelinus namaycush) populations: regional scale effects of overexploitation and the introduction of smallmouth bass (Micropterus dolomieu),doi:10.1139/F08-205,FALSE,FALSE,TRUE,,FALSE,,0.001,,,,,14.71,1.00,452.00,,,,,,,FALSE,,n not clearly reported; chisquare statistics also reported,Sam,1,,,,
2009,CJFAS,66,2,Impacts of road access on lake trout (Salvelinus namaycush) populations: regional scale effects of overexploitation and the introduction of smallmouth bass (Micropterus dolomieu),doi:10.1139/F08-205,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,12.57,1.00,452.00,,,,,,,FALSE,,n not clearly reported; chisquare statistics also reported,Sam,1,,,,
2009,CJFAS,66,2,Impacts of road access on lake trout (Salvelinus namaycush) populations: regional scale effects of overexploitation and the introduction of smallmouth bass (Micropterus dolomieu),doi:10.1139/F08-205,FALSE,FALSE,TRUE,,FALSE,,0.03,,,,,4.69,1.00,452.00,,,,,,,FALSE,,n not clearly reported; chisquare statistics also reported,Sam,1,,,,
2009,CJFAS,66,2,Impacts of road access on lake trout (Salvelinus namaycush) populations: regional scale effects of overexploitation and the introduction of smallmouth bass (Micropterus dolomieu),doi:10.1139/F08-205,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,,92.27,1.00,447.00,,,,,,,FALSE,,n not clearly reported; chisquare statistics also reported,Sam,1,,,,
2009,CJFAS,66,2,Impacts of road access on lake trout (Salvelinus namaycush) populations: regional scale effects of overexploitation and the introduction of smallmouth bass (Micropterus dolomieu),doi:10.1139/F08-205,FALSE,FALSE,TRUE,,FALSE,,0.001,,,,,15.27,1.00,447.00,,,,,,,FALSE,,n not clearly reported; chisquare statistics also reported,Sam,1,,,,
2009,CJFAS,66,2,Impacts of road access on lake trout (Salvelinus namaycush) populations: regional scale effects of overexploitation and the introduction of smallmouth bass (Micropterus dolomieu),doi:10.1139/F08-205,FALSE,FALSE,TRUE,,FALSE,,0.02,,,,,5.38,1.00,447.00,,,,,,,FALSE,,n not clearly reported; chisquare statistics also reported,Sam,1,,,,
2009,CJFAS,66,2,Impacts of road access on lake trout (Salvelinus namaycush) populations: regional scale effects of overexploitation and the introduction of smallmouth bass (Micropterus dolomieu),doi:10.1139/F08-205,FALSE,FALSE,TRUE,,FALSE,,0.012,,,,,6.68,1.00,55.00,,,,,,,FALSE,,n not clearly reported; chisquare statistics also reported,Sam,1,,,,
